"record_key","dataset","dataset_order","row_in_dataset","名称","建筑类型","朝代","建造年代","地理位置","建造者","自然科学成就","姓名","生卒年","籍贯","身份","主要贡献","科学家精神","书名","作者","成书年代","著作类别","内容概要","学术价值","文化元素","文化类别","起源朝代","核心描述","文化内涵与传承","补充说明","简介"
"中国古代建筑文化_斗拱_001","中国古代建筑文化","4","1","","","","","","","","","","","","","","","","","","","","斗拱","建筑结构文化","商周至明清","中国木构建筑的核心构件，由斗、拱、昂三部分组成","斗拱是中国木构建筑的灵魂，兼具结构与装饰功能。从唐代雄大简练到明清精致繁密，斗拱的演变折射出中国建筑技术的发展。斗拱层数与建筑等级严格对应，太和殿用九踩斗拱，民居禁用，清晰勾勒出社会等级秩序。斗拱的承托与减震智慧，集中体现了中国古人以柔克刚的营造理念。","代表实例有佛光寺东大殿与故宫太和殿。",""
"中国古代建筑文化_榫卯结构_002","中国古代建筑文化","4","2","","","","","","","","","","","","","","","","","","","","榫卯结构","建筑结构文化","河姆渡时期至明清","中国木构建筑的基本连接方式，不用钉子实现构件牢固结合","榫卯是中国木构建筑最根本的技术基因，河姆渡遗址已发现7000年前的榫卯构件。不用一钉一铆实现构件牢固结合，体现了以柔克刚、顺应自然的哲学思想。榫卯的柔性连接使建筑具备良好韧性，这种连接智慧长期影响传统木作营造。","河姆渡遗址木构件与应县木塔均可见榫卯传统。",""
"中国古代建筑文化_抬梁式木构架_003","中国古代建筑文化","4","3","","","","","","","","","","","","","","","","","","","","抬梁式木构架","建筑结构文化","商周至明清","中国北方主要木构架形式，在柱子上放梁、梁上放短柱、短柱上放短梁","抬梁式是中国北方官式建筑的主流结构形式，从唐佛光寺到清故宫一脉相承。其优点是室内空间开阔，适合宫殿、庙宇等大型建筑。抬梁式逐步形成成熟的材分制与尺度规范，体现了中国古代官式营造体系的严整性。","多见于北方宫殿、官署和大型寺观建筑。",""
"中国古代建筑文化_穿斗式木构架_004","中国古代建筑文化","4","4","","","","","","","","","","","","","","","","","","","","穿斗式木构架","建筑结构文化","汉至明清","中国南方主要木构架形式，每根檩条下都有柱子直接支撑","穿斗式是中国南方民居的主要结构形式，用料轻细、柱距较小、结构紧凑。其灵活的空间划分适应了南方多雨潮湿的气候环境，体现了因地制宜的建造智慧。穿斗式与抬梁式并为中国木构建筑两大体系，长期流行于南方民居与祠庙营造。","多见于川渝、湘赣、闽粤等地民居与祠堂。",""
"中国古代建筑文化_干栏式建筑_005","中国古代建筑文化","4","5","","","","","","","","","","","","","","","","","","","","干栏式建筑","建筑结构文化","河姆渡时期至明清","底层架空的建筑形式，适应南方湿热气候，吊脚楼为其典型","干栏式建筑起源于南方湿热地区，河姆渡遗址已有7000年前的干栏式建筑遗迹。底层架空防潮防洪的设计智慧，至今仍在东南亚和中国南方少数民族地区传承。吊脚楼是干栏式建筑的典型代表，体现了人与自然和谐共处的建筑理念。","湘西吊脚楼、侗寨鼓楼周边民居常见此类做法。",""
"中国古代建筑文化_屋顶等级制度_006","中国古代建筑文化","4","6","","","","","","","","","","","","","","","","","","","","屋顶等级制度","建筑礼制文化","周至清","庑殿顶、歇山顶、悬山顶、硬山顶、攒尖顶等级从高到低，体现封建等级制度","庑殿顶为最高等级，仅用于皇宫主殿和重要庙宇；歇山顶次之，用于宫殿次要建筑；悬山顶和硬山顶用于民居。屋顶等级制度是封建礼制在建筑上的物化体现，这种等级观念深刻影响了中国人的空间认知和审美取向，至今仍是中国建筑文化研究的重要内容。","太和殿庑殿顶、王府歇山顶最具代表性。",""
"中国古代建筑文化_中轴对称布局_007","中国古代建筑文化","4","7","","","","","","","","","","","","","","","","","","","","中轴对称布局","建筑规划文化","商周至明清","中国建筑群最基本的布局方式，主要建筑沿中轴线排列，次要建筑对称分布两侧","中轴对称是中国建筑群最基本的布局原则，从周代洛邑到明清北京城一脉相承。中轴线象征皇权至高无上，两侧对称体现秩序与和谐。这一布局理念不仅影响宫殿和官署，也深入民居和园林设计，成为中国建筑文化最显著的特征之一，北京城中轴线已列入世界文化遗产。","北京故宫、明清州县衙署均以中轴组织空间。",""
"中国古代建筑文化_前朝后寝制度_008","中国古代建筑文化","4","8","","","","","","","","","","","","","","","","","","","","前朝后寝制度","建筑礼制文化","商周至明清","宫殿和官署建筑的基本布局原则，前部为朝会理政空间，后部为居住生活空间","前朝后寝是中国宫殿建筑的基本布局原则，源于周代三朝制度。前部为朝会理政空间，体现公共性和仪式感；后部为居住生活空间，注重私密性和舒适性。这一制度深刻影响了中国人的空间观念，前堂后室的布局至今仍是中国住宅设计的基本模式。","未央宫、故宫等宫殿布局都能见到这一原则。",""
"中国古代建筑文化_四合院文化_009","中国古代建筑文化","4","9","","","","","","","","","","","","","","","","","","","","四合院文化","民居建筑文化","西周至明清","合院式民居的基本形态，体现长幼有序、尊卑有别的家族伦理观念","四合院是中国合院式民居的典型代表，西周岐山凤雏村遗址已有最早的四合院雏形。四合院以院落为中心，正房、厢房、倒座房围合布局，体现长幼有序、尊卑有别的家族伦理。北京四合院是四合院文化的集大成者，其空间组织方式至今影响着中国住宅设计理念。","北京四合院与山西晋商宅院是典型案例。",""
"中国古代建筑文化_风水与建筑选址_010","中国古代建筑文化","4","10","","","","","","","","","","","","","","","","","","","","风水与建筑选址","建筑哲学文化","先秦至明清","风水学说影响建筑选址和布局，讲究背山面水、藏风聚气","风水学说是中国独特的建筑选址理论，讲究背山面水、藏风聚气。从都城选址到民居建造，风水理念贯穿中国建筑史。其合理内核——对地形、水文、风向等自然条件的科学考量，至今仍具有现实意义。风水文化已列入国家级非物质文化遗产名录。","宫殿、陵寝与传统村落常强调背山面水格局。",""
"中国古代建筑文化_夯土技术_011","中国古代建筑文化","4","11","","","","","","","","","","","","","","","","","","","","夯土技术","建筑技术文化","新石器时代至明清","中国最早的建筑技术之一，用于城墙、台基、墙体建造，万里长城即采用夯土技术","夯土是中国最古老的建筑技术之一，从新石器时代的城墙到明代长城，夯土技术延续数千年。福建土楼将夯土技术推向高峰，墙体底部厚达1.5米以上，历经数百年风雨和地震仍坚固如初。夯土营造体现了就地取材、因土施作的传统工程智慧。","秦汉城墙、汉唐台基及福建土楼都大量采用夯土。",""
"中国古代建筑文化_琉璃瓦工艺_012","中国古代建筑文化","4","12","","","","","","","","","","","","","","","","","","","","琉璃瓦工艺","建筑装饰文化","北魏至明清","琉璃瓦是中国古代建筑的重要装饰元素，色彩等级严格：黄色属皇家，绿色属王府","琉璃瓦工艺始于北魏，成熟于唐代，明清达到巅峰。黄色琉璃瓦为皇家专用，绿色用于王府，蓝色用于天坛，灰色用于民居，色彩严格体现等级制度。琉璃瓦的制作工艺已列入国家级非物质文化遗产，其耐候性和装饰性至今无可替代。","故宫黄琉璃瓦与天坛蓝琉璃瓦最具辨识度。",""
"中国古代建筑文化_彩画艺术_013","中国古代建筑文化","4","13","","","","","","","","","","","","","","","","","","","","彩画艺术","建筑装饰文化","春秋至明清","古建筑梁枋上的装饰绘画，和玺彩画属最高等级，旋子彩画次之，苏式彩画用于园林","古建筑彩画兼具装饰和保护木构件的功能。和玺彩画为最高等级，仅用于皇宫；旋子彩画次之，用于次要宫殿和庙宇；苏式彩画用于园林。彩画的图案和色彩蕴含丰富的文化寓意，如龙凤象征皇权、牡丹象征富贵。传统彩画工艺至今仍在古建筑修缮中传承。","故宫和玺彩画、苏州园林苏式彩画最常被并举。",""
"中国古代建筑文化_砖雕石雕木雕_014","中国古代建筑文化","4","14","","","","","","","","","","","","","","","","","","","","砖雕石雕木雕","建筑装饰文化","汉至明清","三雕艺术是中国古建筑装饰的重要形式，体现民间工艺水平和审美追求","三雕艺术是中国古建筑装饰的精华。徽派砖雕细腻精美，晋商大院石雕浑厚大气，江南木雕灵巧秀美。三雕题材涵盖历史故事、吉祥图案、花鸟鱼虫，是民间工艺和审美追求的集中体现。三雕工艺已列入各级非物质文化遗产名录，至今仍有匠人传承。","徽州民居、晋商大院与东阳木雕是典型代表。",""
"中国古代建筑文化_藻井_015","中国古代建筑文化","4","15","","","","","","","","","","","","","","","","","","","","藻井","建筑装饰文化","汉至明清","室内顶棚的独特装饰，由斗拱层层叠收形成穹窿状，象征天宇，等级极高","藻井是中国古建筑室内顶棚的最高等级装饰，由斗拱层层叠收形成穹窿状。其名称取镇压火灾之意，体现古人防火的心理寄托。藻井的复杂结构展现了木构技术的极致，北京天坛祈年殿藻井、故宫太和殿藻井为现存最高水平的代表。藻井设计理念对现代室内设计仍有启发。","故宫太和殿与天坛祈年殿保存有高水平藻井实例。",""
"中国古代建筑文化_影壁照壁_016","中国古代建筑文化","4","16","","","","","","","","","","","","","","","","","","","","影壁（照壁）","建筑空间文化","西周至明清","立于大门内外的墙壁，具有挡风、避煞、装饰功能，体现中国建筑的空间层次观念","影壁是中国建筑空间组织的重要元素，具有挡风、避煞、装饰三重功能。大门内影壁避免直视院内，体现含蓄内敛的文化性格；大门外影壁形成空间过渡，营造序列感。故宫九龙壁、大同九龙壁为影壁艺术的巅峰之作，影壁文化至今仍在中国传统建筑中传承。","故宫九龙壁、大同九龙壁是照壁艺术名作。",""
"中国古代建筑文化_牌坊_017","中国古代建筑文化","4","17","","","","","","","","","","","","","","","","","","","","牌坊","建筑礼制文化","周至清","古代旌表功勋、科第、德政及忠孝节义的建筑物，是封建礼教的物化象征","牌坊起源于周代的旌表门，是封建礼教的物化象征。功德牌坊表彰功勋，科举牌坊旌表科第，贞节牌坊宣扬节烈。牌坊的建筑形式从单间到多间、从单层到多层，体现了石构建筑技术的进步。牌坊文化虽带有封建色彩，但其建筑艺术价值和文化记忆功能至今仍被重视。","徽州牌坊群和曲阜孔庙牌坊具有代表性。",""
"中国古代建筑文化_建筑色彩文化_018","中国古代建筑文化","4","18","","","","","","","","","","","","","","","","","","","","建筑色彩文化","建筑礼制文化","周至清","红墙黄瓦属皇家专用，蓝瓦用于天坛等祭天建筑，灰瓦用于民居，色彩严格体现等级","中国古建筑的色彩运用严格遵循等级制度。红墙黄瓦为皇家专用，蓝瓦用于祭天建筑，灰瓦黑瓦为民间使用。色彩不仅是装饰，更是权力和等级的象征。这种色彩等级观念深刻影响了中国人的审美心理，红色至今仍是中国文化最具代表性的色彩符号。","红墙黄瓦、蓝瓦祭天、青灰瓦民居形成鲜明序列。",""
"中国古代建筑文化_园林造景文化_019","中国古代建筑文化","4","19","","","","","","","","","","","","","","","","","","","","园林造景文化","园林建筑文化","商周至明清","中国园林虽由人作宛自天开的造园理念，借景、障景、框景等手法营造诗画意境","中国园林虽由人作宛自天开的造园理念，体现了天人合一的哲学思想。借景将园外景色纳入园内，障景遮挡不佳景观，框景如画框取景，这些手法创造诗画意境。苏州园林为园林造景文化的集大成者，已列入世界文化遗产，其设计理念对现代景观设计影响深远。","拙政园、留园、颐和园集中体现借景与对景手法。",""
"中国古代建筑文化_窑洞民居文化_020","中国古代建筑文化","4","20","","","","","","","","","","","","","","","","","","","","窑洞民居文化","民居建筑文化","新石器时代至近现代","黄土高原独特的穴居文化，冬暖夏凉，节能环保，体现因地制宜的生存智慧","窑洞是黄土高原独特的民居形式，利用黄土层保温隔热特性，冬暖夏凉。靠崖式、下沉式、独立式三种类型适应不同地形。窑洞文化体现了因地制宜、与自然和谐共处的生存智慧，其节能环保理念对现代绿色建筑具有重要启示。","主要分布于陕北、晋西和陇东黄土高原地区。",""
"中国古代建筑文化_土楼民居文化_021","中国古代建筑文化","4","21","","","","","","","","","","","","","","","","","","","","土楼民居文化","民居建筑文化","宋至清","客家聚族而居的防御性民居，体现宗族凝聚力和因地制宜的建造智慧","福建土楼是客家先民聚族而居的防御性民居，圆形或方形布局利于抗震抗风。土楼将居住、防御、宗族活动功能集于一体，体现了宗族凝聚力和集体防卫意识。福建土楼已列入世界文化遗产，其独特的建筑形式和文化内涵受到世界关注。","永定承启楼、南靖田螺坑土楼群最具代表性。",""
"中国古代建筑文化_万里长城_022","中国古代建筑文化","4","22","","","","","","","","","","","","","","","","","","","","万里长城","建筑工程文化","春秋至明","世界最伟大的建筑工程之一，因地形用制险塞，绵延万里，体现古代军事防御工程智慧","万里长城是中国古代最伟大的建筑工程，因地形用制险塞的建造原则体现了卓越的军事工程智慧。夯土、砖石、木构等多种建造技术的综合运用，展现了古代建筑技术的全面成就。长城精神——坚韧不屈、自强不息，已成为中华民族精神的象征。","现存较完整者多为明长城，如八达岭、嘉峪关等段。",""
"中国古代建筑文化_大运河工程_023","中国古代建筑文化","4","23","","","","","","","","","","","","","","","","","","","","大运河工程","建筑工程文化","春秋至元","世界最长人工运河，沟通南北水系，桥梁船闸技术先进，体现古代水利工程智慧","京杭大运河是世界最长的人工运河，沟通海河、黄河、淮河、长江、钱塘江五大水系。运河上的桥梁、船闸、码头等建筑设施体现了古代水利工程的高超技术。大运河已列入世界文化遗产，其工程智慧对现代水利建设仍有借鉴价值。","隋唐大运河与后世京杭大运河共同构成其主体。",""
"中国古代建筑文化_建筑模数制度_024","中国古代建筑文化","4","24","","","","","","","","","","","","","","","","","","","","建筑模数制度","建筑技术文化","唐至清","宋代以材为祖、清代以斗口为模数，建立标准化设计体系，早于西方模数制数百年","宋代营造法式以材为祖的材分制和清代工程做法则例以斗口为模数的制度，建立了世界上最早的建筑标准化设计体系。这种模数化思想使建筑设计与施工实现了规范化，比西方建筑模数制早数百年。模数制度的理念至今仍是建筑工业化的重要基础。","《营造法式》材分制与清代斗口制是一脉相承的尺度体系。",""
